Timestamp,Temperature
0,26.81
0.01999999,27.06
0.09082269,27.11
0.1416376,26.99
0.1764509,27.04
0.1893126,26.76
0.2039691,27.01
0.2173147,27.06
0.2238149,27.01
0.2311885,27.01
0.2370812,27.04
0.2438492,27.04
0.2529248,26.93
0.2596303,27.04
0.26596,27.04
0.2725652,27.04
0.2793727,26.99
0.2848136,27.11
0.2906316,27.04
0.3028125,26.99
0.3091026,27.01
0.314969,26.99
0.320496,27.04
0.3267838,27.01
0.3327692,26.88
0.3381313,27.04
0.343501,27.06
0.3497067,27.01
0.3553163,26.96
0.3605363,27.06
0.3668422,27.04
0.3715315,27.04
0.3771429,27.04
0.3824551,27.04
0.3881879,27.04
0.3931682,27.01
0.3986082,27.04
0.4040163,27.01
0.4094941,27.04
0.4143893,27.04
0.4189516,27.01
0.4243936,27.04
0.4308809,27.04
0.4364057,26.99
0.44167,27.04
0.4473075,26.88
0.4528591,27.19
0.4574935,27.04
0.462841,26.96
0.4686364,27.04
0.4742955,27.01
0.4795208,26.91
0.4842072,27.11
0.4897173,27.04
0.493864,27.06
0.503262,27.04
0.5079535,27.06
0.5125473,27.01
0.5167542,27.11
0.5213162,P26.99,T27.00,I27.00,M27.00,R27.00,L27.00
0.5264532,27.04
0.5314849,27.04
0.5363506,27.04
0.5405681,27.04
0.5456618,26.91
0.550342,27.09
0.5559093,27.04
0.5603173,27.01
0.5653664,27.11
0.5714877,27.06
0.5765567,27.04
0.5813015,26.96
0.587086,27.04
0.5919914,27.04
0.597529,27.01
0.6031874,27.04
0.608449,27.04
0.6132486,27.04
0.6179474,27.04
0.6235506,27.04
0.6294155,26.99
0.633976,27.04
0.638567,27.04
0.6431718,27.04
0.648489,27.01
0.6540852,27.01
0.6592365,27.04
0.6653015,27.04
0.6700464,27.04
0.6742112,27.09
0.6788607,27.06
0.6835805,27.09
0.6890054,26.96
0.6946087,27.04
0.7064902,27.01
0.7110025,26.93
0.7156012,27.04
0.7199353,27.04
0.724757,27.04
0.7305727,27.04
0.7361831,27.04
0.7421442,27.04
0.7478386,27.01
0.7528163,27.04
0.758222,27.01
0.7639717,27.04
0.7702701,27.04
0.775609,27.04
0.7802421,27.04
0.7871406,27.04
0.7919649,27.01
0.7961908,27.01
0.800759,27.01
0.8056533,27.01
0.8101541,27.04
0.8153644,27.04
0.8199018,27.01
0.8245901,27.14
0.8307912,27.04
0.8372225,26.93
0.8429497,27.06
0.8487014,26.91
0.8570711,27.04
0.8624245,27.04
0.8690264,27.06
0.8738295,26.78
0.8822142,27.01
0.8884496,27.09
0.8935127,27.04
0.8982093,27.04
0.9094811,27.04
0.9148739,26.96
0.9196616,27.04
0.9245212,27.04
0.9294001,27.04
0.9345294,27.16
0.9399518,27.14
0.9452783,26.96
0.9508806,27.04
0.9566356,27.04
0.9620893,27.11
0.9704695,27.04
0.9773395,26.91
0.9840794,27.04
0.9911891,26.99
0.9969013,27.11
1.003422,27.04
1.010828,27.04
1.017494,26.99
1.023111,27.01
1.029632,27.04
1.036217,26.81
1.041281,27.01
1.046903,27.11
1.052603,26.58
1.059145,26.93
1.065135,27.04
1.070655,27.04
1.075359,27.01
1.13561,27.09
1.189454,27.06
1.221264,26.96
1.249858,27.01
1.262671,27.04
1.276435,27.04
1.282346,26.91
1.290058,27.04
1.29551,26.99
1.306022,27.04
1.313916,27.04
1.321466,27.04
1.329549,26.99
1.336409,27.09
1.351526,27.04
1.358677,27.16
1.365016,26.99
1.371445,27.01
1.377878,26.99
1.383237,26.76
1.390413,27.04
1.395964,26.93
1.401921,26.99
1.407689,27.01
1.412835,26.96
1.417174,27.01
1.422822,26.91
1.428987,27.01
1.434162,27.01
1.460019,27.01
1.500255,26.83
1.521559,27.04
1.533934,27.04
1.539621,27.01
1.552415,27.06
1.558884,26.96
1.564631,27.01
1.574278,27.04
1.580857,26.86
1.586456,26.81
1.592537,27.04
1.598854,27.04
1.605033,27.04
1.611004,26.91
1.617314,26.86
1.622589,27.01
1.627683,27.01
1.632313,27.01
1.638359,26.96
1.644346,27.01
1.649421,26.96
1.655278,26.91
1.661551,27.04
1.668507,27.04
1.723144,27.04
1.770088,26.93
1.802976,27.04
1.824011,26.86
1.84256,27.11
1.84909,26.96
1.856089,27.09
1.862534,27.06
1.869513,26.93
1.87521,26.99
1.880516,26.91
1.886573,26.93
1.892126,27.04
1.896503,27.04
1.901426,26.93
1.906688,27.01
1.912537,26.96
1.919415,26.88
1.925232,27.04
1.930609,26.96
1.935568,27.04
1.941207,26.96
1.947195,26.99
1.952314,26.91
1.957314,27.01
1.962449,26.91
1.967993,26.99
1.973562,27.04
1.985842,26.93
1.991369,26.93
1.996713,26.96
2.001814,27.01
2.007884,26.99
2.013338,26.91
2.018683,26.99
2.024667,26.88
2.030748,27.04
2.035904,27.04
2.042034,27.55
2.048203,26.99
2.053755,26.63
2.05889,27.01
2.06339,27.01
2.069635,26.93
2.074549,26.91
2.08002,26.96
2.085898,27.04
2.090626,26.96
2.096231,26.93
2.10237,26.99
2.109374,26.96
2.116561,27.06
2.123401,27.04
2.132112,26.86
2.138742,26.99
2.145759,26.96
2.150937,26.93
2.157685,26.93
2.16426,26.96
2.170742,P30.00,T27.00,I27.00,M27.00,R27.00,L27.00
2.176982,26.96
2.190125,26.99
2.196027,26.88
2.201035,P29.99,T27.00,I27.00,M27.00,R27.00,L27.00
2.20966,27.04
